"Time (UTCG)","x (km)","y (km)","z (km)","Yaw (deg)","Pitch (deg)","Roll (deg)"
31 Mar 2016 16:05:41.000,1357.603073,-4659.796328,4128.859383,73.252,-0.000,17.404
31 Mar 2016 16:05:42.000,1357.666200,-4659.764874,4128.874027,75.698,-0.000,17.404
31 Mar 2016 16:05:43.000,1357.730597,-4659.735068,4128.886408,78.144,-0.000,17.404
31 Mar 2016 16:05:44.000,1357.796147,-4659.706964,4128.896504,80.590,-0.000,17.404
31 Mar 2016 16:05:45.000,1357.862732,-4659.680613,4128.904296,83.036,-0.000,17.404
31 Mar 2016 16:05:46.000,1357.930230,-4659.656062,4128.909769,85.482,-0.000,17.404
31 Mar 2016 16:05:47.000,1357.998518,-4659.633357,4128.912914,87.928,-0.000,17.404
31 Mar 2016 16:05:48.000,1358.067472,-4659.612538,4128.913725,90.374,-0.000,17.404
31 Mar 2016 16:05:49.000,1358.136966,-4659.593645,4128.912200,92.820,-0.000,17.404
31 Mar 2016 16:05:50.000,1358.206873,-4659.576710,4128.908342,95.266,-0.000,17.404
31 Mar 2016 16:05:51.000,1358.277066,-4659.561766,4128.902159,97.712,-0.000,17.404
31 Mar 2016 16:05:52.000,1358.347418,-4659.548839,4128.893662,100.158,0.000,17.404
31 Mar 2016 16:05:53.000,1358.417799,-4659.537952,4128.882865,102.604,-0.000,17.404
31 Mar 2016 16:05:54.000,1358.488083,-4659.529126,4128.869789,105.050,-0.000,17.404
31 Mar 2016 16:05:55.000,1358.558141,-4659.522377,4128.854458,107.496,-0.000,17.404
31 Mar 2016 16:05:56.000,1358.627845,-4659.517717,4128.836899,109.942,-0.000,17.404
31 Mar 2016 16:05:57.000,1358.697068,-4659.515155,4128.817144,112.388,-0.000,17.404
31 Mar 2016 16:05:58.000,1358.765685,-4659.514695,4128.795230,114.834,-0.000,17.404
31 Mar 2016 16:05:59.000,1358.833570,-4659.516337,4128.771197,117.280,-0.000,17.404
31 Mar 2016 16:06:00.000,1358.900599,-4659.520080,4128.745087,119.726,0.000,17.404
31 Mar 2016 16:06:01.000,1358.966651,-4659.525916,4128.716949,122.172,0.000,17.404
31 Mar 2016 16:06:02.000,1359.031606,-4659.533835,4128.686834,124.618,-0.000,17.404
31 Mar 2016 16:06:03.000,1359.095344,-4659.543821,4128.654797,127.064,0.000,17.404
31 Mar 2016 16:06:04.000,1359.157751,-4659.555858,4128.620896,129.510,-0.000,17.404
31 Mar 2016 16:06:05.000,1359.218711,-4659.569923,4128.585193,131.956,-0.000,17.404
31 Mar 2016 16:06:06.000,1359.278115,-4659.585990,4128.547753,134.402,-0.000,17.404
31 Mar 2016 16:06:07.000,1359.335853,-4659.604030,4128.508644,136.848,-0.000,17.404
31 Mar 2016 16:06:08.000,1359.391821,-4659.624011,4128.467937,139.294,-0.000,17.404
31 Mar 2016 16:06:09.000,1359.445917,-4659.645895,4128.425707,141.739,-0.000,17.404
31 Mar 2016 16:06:10.000,1359.498043,-4659.669644,4128.382030,144.185,0.000,17.404
31 Mar 2016 16:06:11.000,1359.548103,-4659.695213,4128.336986,146.631,0.000,17.404
31 Mar 2016 16:06:12.000,1359.596006,-4659.722557,4128.290658,149.077,0.000,17.404
31 Mar 2016 16:06:13.000,1359.641665,-4659.751625,4128.243128,151.522,0.000,17.404
31 Mar 2016 16:06:14.000,1359.684996,-4659.782364,4128.194485,153.968,0.000,17.404
31 Mar 2016 16:06:15.000,1359.725922,-4659.814719,4128.144816,156.414,-0.000,17.404
31 Mar 2016 16:06:16.000,1359.764366,-4659.848631,4128.094212,158.860,-0.000,17.404
31 Mar 2016 16:06:17.000,1359.800260,-4659.884037,4128.042765,161.305,-0.000,17.404
31 Mar 2016 16:06:18.000,1359.833538,-4659.920874,4127.990570,163.751,0.000,17.404
31 Mar 2016 16:06:19.000,1359.864139,-4659.959073,4127.937720,166.197,-0.000,17.404
31 Mar 2016 16:06:20.000,1359.892008,-4659.998567,4127.884312,168.642,-0.000,17.404
31 Mar 2016 16:06:21.000,1359.917094,-4660.039282,4127.830444,171.088,0.000,17.404
31 Mar 2016 16:06:22.000,1359.939350,-4660.081144,4127.776214,173.533,-0.000,17.404
31 Mar 2016 16:06:23.000,1359.958737,-4660.124078,4127.721720,175.979,-0.000,17.404
31 Mar 2016 16:06:24.000,1359.975219,-4660.168005,4127.667062,178.424,0.000,17.404
31 Mar 2016 16:06:25.000,1359.988767,-4660.212845,4127.612339,180.870,0.000,17.404
31 Mar 2016 16:06:26.000,1359.999355,-4660.258516,4127.557651,183.292,0.000,8.512
31 Mar 2016 16:06:27.000,1360.008483,-4660.304557,4127.503025,183.292,-0.000,-0.000
31 Mar 2016 16:06:28.000,1360.017610,-4660.350597,4127.448399,183.292,-0.000,-0.000
31 Mar 2016 16:06:29.000,1360.026737,-4660.396637,4127.393772,183.292,-0.000,0.000
31 Mar 2016 16:06:30.000,1360.035864,-4660.442677,4127.339144,183.292,-0.000,-0.000
31 Mar 2016 16:06:31.000,1360.044991,-4660.488715,4127.284516,183.292,0.000,0.000
31 Mar 2016 16:06:32.000,1360.054118,-4660.534754,4127.229887,183.292,0.000,-0.000
31 Mar 2016 16:06:33.000,1360.063244,-4660.580791,4127.175258,183.292,-0.000,-0.000
31 Mar 2016 16:06:34.000,1360.072371,-4660.626828,4127.120628,183.292,-0.000,-0.000
31 Mar 2016 16:06:35.000,1360.081497,-4660.672865,4127.065998,183.292,0.000,0.000
31 Mar 2016 16:06:36.000,1360.090623,-4660.718900,4127.011367,183.292,-0.000,0.000
31 Mar 2016 16:06:37.000,1360.099748,-4660.764936,4126.956736,183.292,-0.000,-0.000
31 Mar 2016 16:06:38.000,1360.108874,-4660.810970,4126.902104,183.292,0.000,-0.000
31 Mar 2016 16:06:39.000,1360.118000,-4660.857004,4126.847471,183.292,0.000,-0.000
31 Mar 2016 16:06:40.000,1360.127125,-4660.903038,4126.792838,183.292,-0.000,-0.000
31 Mar 2016 16:06:41.000,1360.136250,-4660.949070,4126.738205,183.292,0.000,-0.000
31 Mar 2016 16:06:42.000,1360.145375,-4660.995103,4126.683571,183.292,0.000,0.000
31 Mar 2016 16:06:43.000,1360.154500,-4661.041134,4126.628936,183.292,0.000,0.000
31 Mar 2016 16:06:44.000,1360.163624,-4661.087165,4126.574301,183.292,-0.000,0.000
31 Mar 2016 16:06:45.000,1360.172749,-4661.133196,4126.519665,183.292,0.000,-0.000
31 Mar 2016 16:06:46.000,1360.181873,-4661.179226,4126.465029,183.292,0.000,-0.000
31 Mar 2016 16:06:47.000,1360.190997,-4661.225255,4126.410393,183.292,-0.000,-0.000
31 Mar 2016 16:06:48.000,1360.200121,-4661.271284,4126.355755,183.292,0.000,-0.000
31 Mar 2016 16:06:49.000,1360.209245,-4661.317312,4126.301118,183.292,-0.000,0.000
31 Mar 2016 16:06:50.000,1360.218368,-4661.363339,4126.246479,183.292,-0.000,-0.000
31 Mar 2016 16:06:51.000,1360.227492,-4661.409366,4126.191840,183.291,0.000,-0.000
31 Mar 2016 16:06:52.000,1360.236615,-4661.455392,4126.137201,183.291,-0.000,-0.000
31 Mar 2016 16:06:53.000,1360.245738,-4661.501418,4126.082561,183.291,0.000,0.000
31 Mar 2016 16:06:54.000,1360.254861,-4661.547443,4126.027921,183.291,0.000,-0.000
31 Mar 2016 16:06:55.000,1360.263984,-4661.593468,4125.973280,183.291,-0.000,0.000
31 Mar 2016 16:06:56.000,1360.273106,-4661.639492,4125.918638,183.291,-0.000,-0.000
31 Mar 2016 16:06:57.000,1360.282228,-4661.685515,4125.863996,183.291,0.000,0.000
31 Mar 2016 16:06:58.000,1360.291351,-4661.731538,4125.809354,183.291,-0.000,-0.000
31 Mar 2016 16:06:59.000,1360.300473,-4661.777560,4125.754711,183.291,0.000,-0.000
31 Mar 2016 16:07:00.000,1360.309594,-4661.823582,4125.700067,183.291,-0.000,-0.000
31 Mar 2016 16:07:01.000,1360.318716,-4661.869603,4125.645423,183.291,0.000,0.000
31 Mar 2016 16:07:02.000,1360.327838,-4661.915623,4125.590778,183.291,0.000,-0.000
31 Mar 2016 16:07:03.000,1360.336959,-4661.961643,4125.536133,183.291,0.000,-0.000
31 Mar 2016 16:07:04.000,1360.346080,-4662.007662,4125.481487,183.291,0.000,0.000
31 Mar 2016 16:07:05.000,1360.355201,-4662.053681,4125.426841,183.291,-0.000,0.000
31 Mar 2016 16:07:06.000,1360.364322,-4662.099699,4125.372194,183.291,0.000,0.000
31 Mar 2016 16:07:07.000,1360.373442,-4662.145716,4125.317547,183.291,-0.000,-0.000
31 Mar 2016 16:07:08.000,1360.382563,-4662.191733,4125.262899,183.291,0.000,-0.000
31 Mar 2016 16:07:09.000,1360.391683,-4662.237749,4125.208251,183.291,0.000,0.000
31 Mar 2016 16:07:10.000,1360.400803,-4662.283765,4125.153602,183.291,-0.000,0.000
31 Mar 2016 16:07:11.000,1360.409923,-4662.329780,4125.098953,183.291,-0.000,-0.000
31 Mar 2016 16:07:12.000,1360.419043,-4662.375794,4125.044303,183.291,0.000,-0.000
31 Mar 2016 16:07:13.000,1360.428163,-4662.421808,4124.989652,183.291,0.000,-0.000
31 Mar 2016 16:07:14.000,1360.437282,-4662.467821,4124.935001,183.291,-0.000,-0.000
31 Mar 2016 16:07:15.000,1360.446401,-4662.513834,4124.880349,183.291,0.000,-0.000
31 Mar 2016 16:07:16.000,1360.455520,-4662.559846,4124.825697,183.291,-0.000,0.000
31 Mar 2016 16:07:17.000,1360.464639,-4662.605858,4124.771045,183.291,-0.000,-0.000
31 Mar 2016 16:07:18.000,1360.473758,-4662.651868,4124.716392,183.291,-0.000,-0.000
31 Mar 2016 16:07:19.000,1360.482876,-4662.697879,4124.661738,183.291,-0.000,-0.000
31 Mar 2016 16:07:20.000,1360.491995,-4662.743888,4124.607084,183.291,-0.000,0.000
31 Mar 2016 16:07:21.000,1360.501113,-4662.789898,4124.552429,183.291,-0.000,-0.000
31 Mar 2016 16:07:22.000,1360.510231,-4662.835906,4124.497774,183.290,0.000,-0.000
31 Mar 2016 16:07:23.000,1360.519349,-4662.881914,4124.443118,183.290,-0.000,0.000
31 Mar 2016 16:07:24.000,1360.528467,-4662.927921,4124.388461,183.290,0.000,-0.000
31 Mar 2016 16:07:25.000,1360.537584,-4662.973928,4124.333804,183.290,0.000,0.000
31 Mar 2016 16:07:26.000,1360.546701,-4663.019934,4124.279147,183.290,-0.000,0.000
31 Mar 2016 16:07:27.000,1360.555818,-4663.065940,4124.224489,183.290,-0.000,0.000
31 Mar 2016 16:07:28.000,1360.564935,-4663.111945,4124.169831,183.290,-0.000,0.000
31 Mar 2016 16:07:29.000,1360.574052,-4663.157949,4124.115172,183.290,-0.000,-0.000
31 Mar 2016 16:07:30.000,1360.583169,-4663.203953,4124.060512,183.290,0.000,-0.000
31 Mar 2016 16:07:31.000,1360.592285,-4663.249956,4124.005852,183.290,0.000,-0.000
31 Mar 2016 16:07:32.000,1360.601402,-4663.295959,4123.951191,183.290,0.000,-0.000
31 Mar 2016 16:07:33.000,1360.610518,-4663.341961,4123.896530,183.290,0.000,-0.000
31 Mar 2016 16:07:34.000,1360.619634,-4663.387962,4123.841869,183.290,-0.000,-0.000
31 Mar 2016 16:07:35.000,1360.628749,-4663.433963,4123.787206,183.290,-0.000,-0.000
31 Mar 2016 16:07:36.000,1360.637865,-4663.479963,4123.732544,183.290,-0.000,-0.000
31 Mar 2016 16:07:37.000,1360.646981,-4663.525963,4123.677880,183.290,0.000,-0.000
31 Mar 2016 16:07:38.000,1360.656096,-4663.571962,4123.623217,183.290,0.000,-0.000
31 Mar 2016 16:07:39.000,1360.665211,-4663.617960,4123.568552,183.290,-0.000,-0.000
31 Mar 2016 16:07:40.000,1360.674326,-4663.663958,4123.513887,183.290,-0.000,-0.000
31 Mar 2016 16:07:41.000,1360.683440,-4663.709956,4123.459222,183.290,-0.000,0.000
31 Mar 2016 16:07:42.000,1360.692555,-4663.755952,4123.404556,183.290,0.000,0.000
31 Mar 2016 16:07:43.000,1360.701669,-4663.801948,4123.349890,183.290,-0.000,-0.000
31 Mar 2016 16:07:44.000,1360.710784,-4663.847944,4123.295223,183.290,-0.000,0.000
31 Mar 2016 16:07:45.000,1360.719898,-4663.893939,4123.240555,183.290,0.000,0.000
31 Mar 2016 16:07:46.000,1360.729012,-4663.939933,4123.185887,183.290,0.000,-0.000
31 Mar 2016 16:07:47.000,1360.738125,-4663.985927,4123.131219,183.290,-0.000,-0.000
31 Mar 2016 16:07:48.000,1360.747239,-4664.031920,4123.076549,183.290,0.000,-0.000
31 Mar 2016 16:07:49.000,1360.756352,-4664.077912,4123.021880,183.290,-0.000,-0.000
31 Mar 2016 16:07:50.000,1360.765465,-4664.123904,4122.967210,183.290,0.000,0.000
31 Mar 2016 16:07:51.000,1360.774578,-4664.169896,4122.912539,183.290,0.000,0.000
31 Mar 2016 16:07:52.000,1360.783691,-4664.215886,4122.857868,183.290,0.000,-0.000
31 Mar 2016 16:07:53.000,1360.792804,-4664.261876,4122.803196,183.290,0.000,-0.000
31 Mar 2016 16:07:54.000,1360.801916,-4664.307866,4122.748524,183.289,-0.000,-0.000
31 Mar 2016 16:07:55.000,1360.811028,-4664.353855,4122.693851,183.289,0.000,-0.000
31 Mar 2016 16:07:56.000,1360.820141,-4664.399843,4122.639177,183.289,-0.000,-0.000
31 Mar 2016 16:07:57.000,1360.829253,-4664.445831,4122.584504,183.289,0.000,-0.000
31 Mar 2016 16:07:58.000,1360.838364,-4664.491818,4122.529829,183.289,0.000,-0.000
31 Mar 2016 16:07:59.000,1360.847476,-4664.537805,4122.475154,183.289,-0.000,0.000
31 Mar 2016 16:08:00.000,1360.856587,-4664.583791,4122.420479,183.289,-0.000,-0.000
31 Mar 2016 16:08:01.000,1360.865699,-4664.629776,4122.365803,183.289,0.000,-0.000
31 Mar 2016 16:08:02.000,1360.874810,-4664.675761,4122.311126,183.289,-0.000,-0.000
31 Mar 2016 16:08:03.000,1360.883921,-4664.721746,4122.256449,183.289,-0.000,-0.000
31 Mar 2016 16:08:04.000,1360.893032,-4664.767729,4122.201772,183.289,0.000,0.000
31 Mar 2016 16:08:05.000,1360.902142,-4664.813713,4122.147094,183.289,0.000,-0.000
31 Mar 2016 16:08:06.000,1360.911253,-4664.859695,4122.092416,183.289,-0.000,-0.000
31 Mar 2016 16:08:07.000,1360.920363,-4664.905678,4122.037737,183.289,0.000,-0.000
31 Mar 2016 16:08:08.000,1360.929473,-4664.951659,4121.983057,183.289,0.000,-0.000
31 Mar 2016 16:08:09.000,1360.938583,-4664.997640,4121.928377,183.289,0.000,0.000
31 Mar 2016 16:08:10.000,1360.947693,-4665.043620,4121.873696,183.289,0.000,-0.000
31 Mar 2016 16:08:11.000,1360.956802,-4665.089600,4121.819015,183.289,-0.000,-0.000
31 Mar 2016 16:08:12.000,1360.965912,-4665.135579,4121.764334,183.289,-0.000,-0.000
31 Mar 2016 16:08:13.000,1360.975021,-4665.181558,4121.709651,183.289,-0.000,0.000
31 Mar 2016 16:08:14.000,1360.984130,-4665.227536,4121.654969,183.289,0.000,0.000
31 Mar 2016 16:08:15.000,1360.993239,-4665.273513,4121.600286,183.289,0.000,0.000
31 Mar 2016 16:08:16.000,1361.002348,-4665.319490,4121.545602,183.289,0.000,0.000
31 Mar 2016 16:08:17.000,1361.011456,-4665.365466,4121.490917,183.289,-0.000,0.000
31 Mar 2016 16:08:18.000,1361.020803,-4665.411381,4121.436223,182.697,-0.000,-6.517
31 Mar 2016 16:08:19.000,1361.031173,-4665.457030,4121.381490,181.806,0.000,-6.517
31 Mar 2016 16:08:20.000,1361.042623,-4665.502387,4121.326730,180.915,-0.000,-6.517
31 Mar 2016 16:08:21.000,1361.055152,-4665.547441,4121.271956,180.024,0.000,-6.517
31 Mar 2016 16:08:22.000,1361.068756,-4665.592181,4121.217180,179.132,0.000,-6.517
31 Mar 2016 16:08:23.000,1361.083433,-4665.636596,4121.162418,178.241,0.000,-6.517
31 Mar 2016 16:08:24.000,1361.099178,-4665.680675,4121.107681,177.350,0.000,-6.517
31 Mar 2016 16:08:25.000,1361.115987,-4665.724408,4121.052982,176.459,0.000,-6.517
31 Mar 2016 16:08:26.000,1361.133858,-4665.767784,4120.998336,175.567,-0.000,-6.517
31 Mar 2016 16:08:27.000,1361.152785,-4665.810793,4120.943755,174.676,-0.000,-6.517
31 Mar 2016 16:08:28.000,1361.172763,-4665.853424,4120.889253,173.785,-0.000,-6.517
31 Mar 2016 16:08:29.000,1361.193788,-4665.895667,4120.834843,172.894,-0.000,-6.517
31 Mar 2016 16:08:30.000,1361.215856,-4665.937512,4120.780537,172.003,0.000,-6.517
31 Mar 2016 16:08:31.000,1361.238959,-4665.978948,4120.726349,171.111,0.000,-6.517
31 Mar 2016 16:08:32.000,1361.263094,-4666.019966,4120.672293,170.220,-0.000,-6.517
31 Mar 2016 16:08:33.000,1361.288254,-4666.060555,4120.618381,169.329,-0.000,-6.517
31 Mar 2016 16:08:34.000,1361.314433,-4666.100706,4120.564626,168.438,-0.000,-6.517
31 Mar 2016 16:08:35.000,1361.341624,-4666.140410,4120.511041,167.547,0.000,-6.517
31 Mar 2016 16:08:36.000,1361.369822,-4666.179656,4120.457639,166.655,-0.000,-6.517
31 Mar 2016 16:08:37.000,1361.399018,-4666.218434,4120.404434,165.764,-0.000,-6.517
31 Mar 2016 16:08:38.000,1361.429207,-4666.256737,4120.351438,164.873,0.000,-6.517
31 Mar 2016 16:08:39.000,1361.460381,-4666.294553,4120.298664,163.982,-0.000,-6.517
31 Mar 2016 16:08:40.000,1361.492532,-4666.331875,4120.246124,163.091,-0.000,-6.517
31 Mar 2016 16:08:41.000,1361.525653,-4666.368693,4120.193831,162.200,0.000,-6.517
31 Mar 2016 16:08:42.000,1361.559735,-4666.404998,4120.141799,161.309,0.000,-6.517
31 Mar 2016 16:08:43.000,1361.594771,-4666.440782,4120.090039,160.418,-0.000,-6.517
31 Mar 2016 16:08:44.000,1361.630751,-4666.476035,4120.038564,159.527,0.000,-6.517
31 Mar 2016 16:08:45.000,1361.667668,-4666.510750,4119.987387,158.636,-0.000,-6.517
31 Mar 2016 16:08:46.000,1361.705511,-4666.544918,4119.936520,157.744,-0.000,-6.517
31 Mar 2016 16:08:47.000,1361.744273,-4666.578530,4119.885975,156.853,-0.000,-6.517
31 Mar 2016 16:08:48.000,1361.783943,-4666.611578,4119.835764,155.962,0.000,-6.517
31 Mar 2016 16:08:49.000,1361.824513,-4666.644055,4119.785901,155.071,0.000,-6.517
31 Mar 2016 16:08:50.000,1361.865971,-4666.675953,4119.736395,154.180,0.000,-6.517
31 Mar 2016 16:08:51.000,1361.908309,-4666.707264,4119.687261,153.289,-0.000,-6.517
31 Mar 2016 16:08:52.000,1361.951516,-4666.737979,4119.638509,152.398,0.000,-6.517
31 Mar 2016 16:08:53.000,1361.995581,-4666.768093,4119.590151,151.507,0.000,-6.517
31 Mar 2016 16:08:54.000,1362.040494,-4666.797598,4119.542200,150.616,-0.000,-6.517
31 Mar 2016 16:08:55.000,1362.086244,-4666.826485,4119.494666,149.725,0.000,-6.517
31 Mar 2016 16:08:56.000,1362.132820,-4666.854750,4119.447562,148.834,-0.000,-6.517
31 Mar 2016 16:08:57.000,1362.180211,-4666.882383,4119.400898,147.943,0.000,-6.517
31 Mar 2016 16:08:58.000,1362.228405,-4666.909380,4119.354685,147.052,0.000,-6.517
31 Mar 2016 16:08:59.000,1362.277390,-4666.935733,4119.308936,146.161,-0.000,-6.517
31 Mar 2016 16:09:00.000,1362.327155,-4666.961437,4119.263661,145.270,0.000,-6.517
31 Mar 2016 16:09:01.000,1362.377688,-4666.986484,4119.218871,144.379,0.000,-6.517
31 Mar 2016 16:09:02.000,1362.428976,-4667.010869,4119.174577,143.488,0.000,-6.517
31 Mar 2016 16:09:03.000,1362.481007,-4667.034585,4119.130790,142.597,0.000,-6.517
31 Mar 2016 16:09:04.000,1362.533768,-4667.057628,4119.087520,141.707,0.000,-6.517
31 Mar 2016 16:09:05.000,1362.587247,-4667.079991,4119.044777,140.816,-0.000,-6.517
31 Mar 2016 16:09:06.000,1362.641430,-4667.101670,4119.002573,139.925,0.000,-6.517
31 Mar 2016 16:09:07.000,1362.696305,-4667.122658,4118.960917,139.034,-0.000,-6.517
31 Mar 2016 16:09:08.000,1362.751859,-4667.142951,4118.919819,138.143,0.000,-6.517
31 Mar 2016 16:09:09.000,1362.808077,-4667.162544,4118.879289,137.252,-0.000,-6.517
31 Mar 2016 16:09:10.000,1362.864947,-4667.181432,4118.839338,136.361,-0.000,-6.517
31 Mar 2016 16:09:11.000,1362.922454,-4667.199610,4118.799974,135.470,-0.000,-6.517
31 Mar 2016 16:09:12.000,1362.980584,-4667.217075,4118.761207,134.579,-0.000,-6.517
31 Mar 2016 16:09:13.000,1363.039324,-4667.233822,4118.723047,133.688,-0.000,-6.517
31 Mar 2016 16:09:14.000,1363.098660,-4667.249847,4118.685503,132.798,0.000,-6.517
31 Mar 2016 16:09:15.000,1363.158576,-4667.265145,4118.648584,131.907,-0.000,-6.517
31 Mar 2016 16:09:16.000,1363.219058,-4667.279714,4118.612299,131.016,0.000,-6.517
31 Mar 2016 16:09:17.000,1363.280093,-4667.293550,4118.576657,130.125,0.000,-6.517
31 Mar 2016 16:09:18.000,1363.341664,-4667.306649,4118.541666,129.234,0.000,-6.517
31 Mar 2016 16:09:19.000,1363.403758,-4667.319009,4118.507335,128.343,0.000,-6.517
31 Mar 2016 16:09:20.000,1363.466359,-4667.330626,4118.473671,127.453,-0.000,-6.517
31 Mar 2016 16:09:21.000,1363.529451,-4667.341497,4118.440684,126.562,-0.000,-6.517
31 Mar 2016 16:09:22.000,1363.593021,-4667.351620,4118.408381,125.671,0.000,-6.517
31 Mar 2016 16:09:23.000,1363.657052,-4667.360993,4118.376771,124.780,-0.000,-6.517
31 Mar 2016 16:09:24.000,1363.721528,-4667.369612,4118.345860,123.889,0.000,-6.517
31 Mar 2016 16:09:25.000,1363.786435,-4667.377477,4118.315656,122.998,-0.000,-6.517
31 Mar 2016 16:09:26.000,1363.851756,-4667.384585,4118.286166,122.108,0.000,-6.517
31 Mar 2016 16:09:27.000,1363.917476,-4667.390934,4118.257398,121.217,0.000,-6.517
31 Mar 2016 16:09:28.000,1363.983578,-4667.396523,4118.229359,120.326,0.000,-6.517
31 Mar 2016 16:09:29.000,1364.050048,-4667.401351,4118.202055,119.435,-0.000,-6.517
31 Mar 2016 16:09:30.000,1364.116868,-4667.405416,4118.175493,118.544,-0.000,-6.517
31 Mar 2016 16:09:31.000,1364.184023,-4667.408717,4118.149679,117.654,-0.000,-6.517
31 Mar 2016 16:09:32.000,1364.251496,-4667.411254,4118.124620,116.763,-0.000,-6.517
31 Mar 2016 16:09:33.000,1364.319271,-4667.413026,4118.100322,115.872,-0.000,-6.517
31 Mar 2016 16:09:34.000,1364.387332,-4667.414032,4118.076790,114.981,-0.000,-6.517
31 Mar 2016 16:09:35.000,1364.455661,-4667.414273,4118.054031,114.091,0.000,-6.517
31 Mar 2016 16:09:36.000,1364.524244,-4667.413748,4118.032049,113.200,-0.000,-6.517
31 Mar 2016 16:09:37.000,1364.593062,-4667.412457,4118.010850,112.309,-0.000,-6.517
31 Mar 2016 16:09:38.000,1364.662100,-4667.410401,4117.990440,111.418,0.000,-6.517
31 Mar 2016 16:09:39.000,1364.731340,-4667.407581,4117.970823,110.528,-0.000,-6.517
31 Mar 2016 16:09:40.000,1364.800766,-4667.403996,4117.952003,109.637,0.000,-6.517
31 Mar 2016 16:09:41.000,1364.870361,-4667.399647,4117.933986,108.746,-0.000,-6.517
31 Mar 2016 16:09:42.000,1364.940108,-4667.394537,4117.916776,107.855,-0.000,-6.517
31 Mar 2016 16:09:43.000,1365.009991,-4667.388665,4117.900377,106.965,-0.000,-6.517
31 Mar 2016 16:09:44.000,1365.079992,-4667.382034,4117.884793,106.074,0.000,-6.517
31 Mar 2016 16:09:45.000,1365.150095,-4667.374645,4117.870028,105.183,0.000,-6.517
31 Mar 2016 16:09:46.000,1365.220282,-4667.366500,4117.856085,104.292,-0.000,-6.517
31 Mar 2016 16:09:47.000,1365.290537,-4667.357601,4117.842967,103.402,-0.000,-6.517
31 Mar 2016 16:09:48.000,1365.360842,-4667.347949,4117.830679,102.511,0.000,-6.517
31 Mar 2016 16:09:49.000,1365.431181,-4667.337548,4117.819222,101.620,-0.000,-6.517
31 Mar 2016 16:09:50.000,1365.501536,-4667.326400,4117.808600,100.729,-0.000,-6.517
31 Mar 2016 16:09:51.000,1365.571891,-4667.314507,4117.798815,99.839,0.000,-6.517
31 Mar 2016 16:09:52.000,1365.642228,-4667.301872,4117.789869,98.948,0.000,-6.517
31 Mar 2016 16:09:53.000,1365.712531,-4667.288499,4117.781765,98.057,0.000,-6.517
31 Mar 2016 16:09:54.000,1365.782782,-4667.274391,4117.774505,97.167,-0.000,-6.517
31 Mar 2016 16:09:55.000,1365.852965,-4667.259550,4117.768090,96.276,-0.000,-6.517
31 Mar 2016 16:09:56.000,1365.923062,-4667.243982,4117.762522,95.385,-0.000,-6.517
31 Mar 2016 16:09:57.000,1365.993057,-4667.227689,4117.757803,94.494,-0.000,-6.517
31 Mar 2016 16:09:58.000,1366.062932,-4667.210675,4117.753933,93.604,0.000,-6.517
31 Mar 2016 16:09:59.000,1366.132671,-4667.192944,4117.750913,92.713,-0.000,-6.517
31 Mar 2016 16:10:00.000,1366.202257,-4667.174502,4117.748745,91.822,0.000,-6.517
31 Mar 2016 16:10:01.000,1366.271672,-4667.155352,4117.747428,90.932,-0.000,-6.517
31 Mar 2016 16:10:02.000,1366.340901,-4667.135498,4117.746963,90.041,-0.000,-6.517
31 Mar 2016 16:10:03.000,1366.409926,-4667.114946,4117.747350,89.150,0.000,-6.517
31 Mar 2016 16:10:04.000,1366.478731,-4667.093701,4117.748589,88.259,0.000,-6.517
31 Mar 2016 16:10:05.000,1366.547299,-4667.071768,4117.750680,87.369,-0.000,-6.517
31 Mar 2016 16:10:06.000,1366.615613,-4667.049152,4117.753622,86.478,-0.000,-6.517
31 Mar 2016 16:10:07.000,1366.683657,-4667.025858,4117.757415,85.587,-0.000,-6.517
31 Mar 2016 16:10:08.000,1366.751415,-4667.001893,4117.762057,84.697,-0.000,-6.517
31 Mar 2016 16:10:09.000,1366.818870,-4666.977262,4117.767547,83.806,-0.000,-6.517
31 Mar 2016 16:10:10.000,1366.886005,-4666.951970,4117.773885,82.915,-0.000,-6.517
31 Mar 2016 16:10:11.000,1366.952805,-4666.926025,4117.781068,82.024,0.000,-6.517
31 Mar 2016 16:10:12.000,1367.019254,-4666.899432,4117.789095,81.134,0.000,-6.517
31 Mar 2016 16:10:13.000,1367.085334,-4666.872198,4117.797963,80.243,-0.000,-6.517
31 Mar 2016 16:10:14.000,1367.151031,-4666.844330,4117.807672,79.352,0.000,-6.517
31 Mar 2016 16:10:15.000,1367.216328,-4666.815833,4117.818218,78.462,-0.000,-6.517
31 Mar 2016 16:10:16.000,1367.281210,-4666.786716,4117.829599,77.571,-0.000,-6.517
31 Mar 2016 16:10:17.000,1367.345661,-4666.756984,4117.841811,76.680,-0.000,-6.517
31 Mar 2016 16:10:18.000,1367.409665,-4666.726646,4117.854853,75.789,0.000,-6.517
31 Mar 2016 16:10:19.000,1367.473206,-4666.695709,4117.868721,74.899,0.000,-6.517
31 Mar 2016 16:10:20.000,1367.536271,-4666.664179,4117.883412,74.008,0.000,-6.517
31 Mar 2016 16:10:21.000,1367.598842,-4666.632066,4117.898921,73.117,-0.000,-6.517
31 Mar 2016 16:10:22.000,1367.660905,-4666.599376,4117.915246,72.226,0.000,-6.517
31 Mar 2016 16:10:23.000,1367.722445,-4666.566117,4117.932382,71.336,-0.000,-6.517
