"Time (UTCG)","x (km)","y (km)","z (km)","Yaw (deg)","Pitch (deg)","Roll (deg)"
31 Mar 2016 16:10:24.000,1367.783448,-4666.532298,4117.950326,70.445,0.000,-6.517
31 Mar 2016 16:10:25.000,1367.843898,-4666.497926,4117.969072,69.554,-0.000,-6.517
31 Mar 2016 16:10:26.000,1367.903780,-4666.463011,4117.988617,68.663,-0.000,-6.517
31 Mar 2016 16:10:27.000,1367.963081,-4666.427559,4118.008955,67.773,-0.000,-6.517
31 Mar 2016 16:10:28.000,1368.021785,-4666.391581,4118.030082,66.882,-0.000,-6.517
31 Mar 2016 16:10:29.000,1368.079879,-4666.355085,4118.051993,65.991,-0.000,-6.517
31 Mar 2016 16:10:30.000,1368.137349,-4666.318079,4118.074681,65.100,-0.000,-6.517
31 Mar 2016 16:10:31.000,1368.194181,-4666.280572,4118.098143,64.210,-0.000,-6.517
31 Mar 2016 16:10:32.000,1368.250360,-4666.242574,4118.122371,63.319,-0.000,-6.517
31 Mar 2016 16:10:33.000,1368.305874,-4666.204094,4118.147361,62.428,-0.000,-6.517
31 Mar 2016 16:10:34.000,1368.360709,-4666.165141,4118.173106,61.537,0.000,-6.517
31 Mar 2016 16:10:35.000,1368.414851,-4666.125724,4118.199600,60.646,-0.000,-6.517
31 Mar 2016 16:10:36.000,1368.468288,-4666.085854,4118.226837,59.756,0.000,-6.517
31 Mar 2016 16:10:37.000,1368.521007,-4666.045539,4118.254810,58.865,-0.000,-6.517
31 Mar 2016 16:10:38.000,1368.572994,-4666.004789,4118.283511,57.974,-0.000,-6.517
31 Mar 2016 16:10:39.000,1368.624238,-4665.963615,4118.312935,57.083,0.000,-6.517
31 Mar 2016 16:10:40.000,1368.674726,-4665.922026,4118.343074,56.192,-0.000,-6.517
31 Mar 2016 16:10:41.000,1368.724445,-4665.880033,4118.373921,55.302,0.000,-6.517
31 Mar 2016 16:10:42.000,1368.773384,-4665.837645,4118.405468,54.411,0.000,-6.517
31 Mar 2016 16:10:43.000,1368.821531,-4665.794872,4118.437708,53.520,-0.000,-6.517
31 Mar 2016 16:10:44.000,1368.868874,-4665.751726,4118.470633,52.629,-0.000,-6.517
31 Mar 2016 16:10:45.000,1368.915401,-4665.708216,4118.504235,51.738,0.000,-6.517
31 Mar 2016 16:10:46.000,1368.961103,-4665.664353,4118.538506,50.848,0.000,-6.517
31 Mar 2016 16:10:47.000,1369.005966,-4665.620148,4118.573437,49.957,-0.000,-6.517
31 Mar 2016 16:10:48.000,1369.049981,-4665.575612,4118.609021,49.066,-0.000,-6.517
31 Mar 2016 16:10:49.000,1369.093137,-4665.530754,4118.645248,48.175,-0.000,-6.517
31 Mar 2016 16:10:50.000,1369.135423,-4665.485587,4118.682109,47.284,-0.000,-6.517
31 Mar 2016 16:10:51.000,1369.176830,-4665.440120,4118.719597,46.393,0.000,-6.517
31 Mar 2016 16:10:52.000,1369.217346,-4665.394365,4118.757701,45.502,-0.000,-6.517
31 Mar 2016 16:10:53.000,1369.256963,-4665.348334,4118.796412,44.611,0.000,-6.517
31 Mar 2016 16:10:54.000,1369.295671,-4665.302036,4118.835722,43.721,0.000,-6.517
31 Mar 2016 16:10:55.000,1369.333461,-4665.255484,4118.875620,42.830,0.000,-6.517
31 Mar 2016 16:10:56.000,1369.370322,-4665.208688,4118.916098,41.939,0.000,-6.517
31 Mar 2016 16:10:57.000,1369.406247,-4665.161660,4118.957144,41.048,0.000,-6.517
31 Mar 2016 16:10:58.000,1369.441227,-4665.114412,4118.998750,40.157,0.000,-6.517
31 Mar 2016 16:10:59.000,1369.475253,-4665.066954,4119.040905,39.266,0.000,-6.517
31 Mar 2016 16:11:00.000,1369.508316,-4665.019299,4119.083599,38.375,0.000,-6.517
31 Mar 2016 16:11:01.000,1369.540410,-4664.971457,4119.126821,37.484,-0.000,-6.517
31 Mar 2016 16:11:02.000,1369.571526,-4664.923441,4119.170562,36.593,0.000,-6.517
31 Mar 2016 16:11:03.000,1369.601657,-4664.875261,4119.214810,35.702,-0.000,-6.517
31 Mar 2016 16:11:04.000,1369.630795,-4664.826931,4119.259555,34.811,-0.000,-6.517
31 Mar 2016 16:11:05.000,1369.658933,-4664.778460,4119.304787,33.920,-0.000,-6.517
31 Mar 2016 16:11:06.000,1369.686065,-4664.729862,4119.350493,33.029,-0.000,-6.517
31 Mar 2016 16:11:07.000,1369.712184,-4664.681147,4119.396664,32.139,0.000,-6.517
31 Mar 2016 16:11:08.000,1369.737283,-4664.632328,4119.443287,31.248,0.000,-6.517
31 Mar 2016 16:11:09.000,1369.761357,-4664.583416,4119.490352,30.357,-0.000,-6.517
31 Mar 2016 16:11:10.000,1369.784400,-4664.534424,4119.537847,29.466,0.000,-6.517
31 Mar 2016 16:11:11.000,1369.806406,-4664.485362,4119.585761,28.575,-0.000,-6.517
31 Mar 2016 16:11:12.000,1369.827370,-4664.436244,4119.634082,27.684,-0.000,-6.517
31 Mar 2016 16:11:13.000,1369.847287,-4664.387080,4119.682798,26.793,-0.000,-6.517
31 Mar 2016 16:11:14.000,1369.866151,-4664.337883,4119.731899,25.901,0.000,-6.517
31 Mar 2016 16:11:15.000,1369.883959,-4664.288665,4119.781370,25.010,0.000,-6.517
31 Mar 2016 16:11:16.000,1369.900706,-4664.239437,4119.831202,24.119,0.000,-6.517
31 Mar 2016 16:11:17.000,1369.916388,-4664.190212,4119.881382,23.228,0.000,-6.517
31 Mar 2016 16:11:18.000,1369.931002,-4664.141001,4119.931897,22.337,0.000,-6.517
31 Mar 2016 16:11:19.000,1369.944543,-4664.091816,4119.982735,21.446,-0.000,-6.517
31 Mar 2016 16:11:20.000,1369.957008,-4664.042670,4120.033885,20.555,0.000,-6.517
31 Mar 2016 16:11:21.000,1369.968395,-4663.993573,4120.085333,19.664,0.000,-6.517
31 Mar 2016 16:11:22.000,1369.978700,-4663.944539,4120.137067,18.773,0.000,-6.517
31 Mar 2016 16:11:23.000,1369.987922,-4663.895578,4120.189075,17.882,0.000,-6.517
31 Mar 2016 16:11:24.000,1369.996057,-4663.846703,4120.241345,16.991,0.000,-6.517
31 Mar 2016 16:11:25.000,1370.003105,-4663.797926,4120.293863,16.100,0.000,-6.517
31 Mar 2016 16:11:26.000,1370.009063,-4663.749258,4120.346616,15.209,-0.000,-6.517
31 Mar 2016 16:11:27.000,1370.013929,-4663.700710,4120.399593,14.317,0.000,-6.517
31 Mar 2016 16:11:28.000,1370.017703,-4663.652296,4120.452780,13.426,0.000,-6.517
31 Mar 2016 16:11:29.000,1370.020384,-4663.604026,4120.506164,12.535,0.000,-6.517
31 Mar 2016 16:11:30.000,1370.021971,-4663.555913,4120.559732,11.644,-0.000,-6.517
31 Mar 2016 16:11:31.000,1370.022464,-4663.507967,4120.613473,10.753,0.000,-6.517
31 Mar 2016 16:11:32.000,1370.021862,-4663.460201,4120.667371,9.862,-0.000,-6.517
31 Mar 2016 16:11:33.000,1370.020166,-4663.412625,4120.721415,8.970,-0.000,-6.517
31 Mar 2016 16:11:34.000,1370.017376,-4663.365253,4120.775591,8.079,0.000,-6.517
31 Mar 2016 16:11:35.000,1370.013493,-4663.318094,4120.829887,7.188,0.000,-6.517
31 Mar 2016 16:11:36.000,1370.008518,-4663.271160,4120.884288,6.297,0.000,-6.517
31 Mar 2016 16:11:37.000,1370.002451,-4663.224464,4120.938783,5.406,-0.000,-6.517
31 Mar 2016 16:11:38.000,1369.995295,-4663.178015,4120.993357,4.514,0.000,-6.517
31 Mar 2016 16:11:39.000,1369.987051,-4663.131826,4121.047998,3.623,0.000,-6.517
31 Mar 2016 16:11:40.000,1369.977721,-4663.085907,4121.102692,2.732,-0.000,-6.517
31 Mar 2016 16:11:41.000,1369.967308,-4663.040270,4121.157426,1.841,0.000,-6.517
31 Mar 2016 16:11:42.000,1369.955814,-4662.994925,4121.212187,0.949,0.000,-6.517
31 Mar 2016 16:11:43.000,1369.943241,-4662.949884,4121.266962,0.058,0.000,-6.517
31 Mar 2016 16:11:44.000,1369.929593,-4662.905157,4121.321737,359.167,-0.000,-6.517
31 Mar 2016 16:11:45.000,1369.914873,-4662.860756,4121.376499,358.276,0.000,-6.517
31 Mar 2016 16:11:46.000,1369.899084,-4662.816691,4121.431235,357.384,-0.000,-6.517
31 Mar 2016 16:11:47.000,1369.882231,-4662.772972,4121.485931,356.493,0.000,-6.517
31 Mar 2016 16:11:48.000,1369.864318,-4662.729611,4121.540575,355.602,0.000,-6.517
31 Mar 2016 16:11:49.000,1369.845348,-4662.686617,4121.595153,354.710,0.000,-6.517
31 Mar 2016 16:11:50.000,1369.825327,-4662.644002,4121.649652,353.819,0.000,-6.517
31 Mar 2016 16:11:51.000,1369.804259,-4662.601775,4121.704058,352.928,-0.000,-6.517
31 Mar 2016 16:11:52.000,1369.782150,-4662.559947,4121.758359,352.036,0.000,-6.517
31 Mar 2016 16:11:53.000,1369.759004,-4662.518528,4121.812542,351.145,-0.000,-6.517
31 Mar 2016 16:11:54.000,1369.734827,-4662.477528,4121.866593,350.254,0.000,-6.517
31 Mar 2016 16:11:55.000,1369.709626,-4662.436956,4121.920499,349.362,0.000,-6.517
31 Mar 2016 16:11:56.000,1369.683406,-4662.396823,4121.974247,348.471,-0.000,-6.517
31 Mar 2016 16:11:57.000,1369.656173,-4662.357139,4122.027824,347.580,-0.000,-6.517
31 Mar 2016 16:11:58.000,1369.627935,-4662.317912,4122.081218,346.688,0.000,-6.517
31 Mar 2016 16:11:59.000,1369.598698,-4662.279153,4122.134415,345.797,-0.000,-6.517
31 Mar 2016 16:12:00.000,1369.568469,-4662.240870,4122.187403,344.905,0.000,-6.517
31 Mar 2016 16:12:01.000,1369.537255,-4662.203074,4122.240168,344.014,0.000,-6.517
31 Mar 2016 16:12:02.000,1369.505064,-4662.165772,4122.292697,343.122,0.000,-6.517
31 Mar 2016 16:12:03.000,1369.471904,-4662.128975,4122.344980,342.231,-0.000,-6.517
31 Mar 2016 16:12:04.000,1369.437783,-4662.092691,4122.397001,341.340,0.000,-6.517
31 Mar 2016 16:12:05.000,1369.402709,-4662.056929,4122.448750,340.448,-0.000,-6.517
31 Mar 2016 16:12:06.000,1369.366690,-4662.021698,4122.500213,339.557,0.000,-6.517
31 Mar 2016 16:12:07.000,1369.329736,-4661.987006,4122.551378,338.665,-0.000,-6.517
31 Mar 2016 16:12:08.000,1369.291855,-4661.952861,4122.602232,337.774,-0.000,-6.517
31 Mar 2016 16:12:09.000,1369.253056,-4661.919272,4122.652764,336.882,0.000,-6.517
31 Mar 2016 16:12:10.000,1369.213349,-4661.886247,4122.702960,335.991,0.000,-6.517
31 Mar 2016 16:12:11.000,1369.172744,-4661.853793,4122.752810,335.099,-0.000,-6.517
31 Mar 2016 16:12:12.000,1369.131249,-4661.821920,4122.802300,334.208,-0.000,-6.517
31 Mar 2016 16:12:13.000,1369.088876,-4661.790633,4122.851419,333.316,0.000,-6.517
31 Mar 2016 16:12:14.000,1369.045634,-4661.759942,4122.900155,332.425,0.000,-6.517
31 Mar 2016 16:12:15.000,1369.001534,-4661.729853,4122.948496,331.533,0.000,-6.517
31 Mar 2016 16:12:16.000,1368.956587,-4661.700374,4122.996431,330.642,-0.000,-6.517
31 Mar 2016 16:12:17.000,1368.910803,-4661.671512,4123.043947,329.750,-0.000,-6.517
31 Mar 2016 16:12:18.000,1368.864194,-4661.643273,4123.091034,328.859,0.000,-6.517
31 Mar 2016 16:12:19.000,1368.816770,-4661.615666,4123.137680,327.967,0.000,-6.517
31 Mar 2016 16:12:20.000,1368.768544,-4661.588695,4123.183874,327.075,0.000,-6.517
31 Mar 2016 16:12:21.000,1368.719527,-4661.562368,4123.229604,326.184,0.000,-6.517
31 Mar 2016 16:12:22.000,1368.669731,-4661.536692,4123.274859,325.292,0.000,-6.517
31 Mar 2016 16:12:23.000,1368.619168,-4661.511672,4123.319629,324.401,0.000,-6.517
31 Mar 2016 16:12:24.000,1368.567849,-4661.487314,4123.363902,323.509,0.000,-6.517
31 Mar 2016 16:12:25.000,1368.515789,-4661.463625,4123.407669,322.618,-0.000,-6.517
31 Mar 2016 16:12:26.000,1368.462998,-4661.440610,4123.450918,321.726,-0.000,-6.517
31 Mar 2016 16:12:27.000,1368.409491,-4661.418275,4123.493638,320.834,0.000,-6.517
31 Mar 2016 16:12:28.000,1368.355279,-4661.396624,4123.535821,319.943,0.000,-6.517
31 Mar 2016 16:12:29.000,1368.300376,-4661.375664,4123.577454,319.051,0.000,-6.517
31 Mar 2016 16:12:30.000,1368.244796,-4661.355400,4123.618529,318.159,0.000,-6.517
31 Mar 2016 16:12:31.000,1368.188551,-4661.335836,4123.659035,317.268,0.000,-6.517
31 Mar 2016 16:12:32.000,1368.131655,-4661.316976,4123.698963,316.376,0.000,-6.517
31 Mar 2016 16:12:33.000,1368.074123,-4661.298827,4123.738302,315.485,0.000,-6.517
31 Mar 2016 16:12:34.000,1368.015967,-4661.281391,4123.777044,314.593,0.000,-6.517
31 Mar 2016 16:12:35.000,1367.957203,-4661.264674,4123.815179,313.701,0.000,-6.517
31 Mar 2016 16:12:36.000,1367.897844,-4661.248678,4123.852698,312.810,0.000,-6.517
31 Mar 2016 16:12:37.000,1367.837905,-4661.233409,4123.889591,311.918,0.000,-6.517
31 Mar 2016 16:12:38.000,1367.777400,-4661.218870,4123.925850,311.026,0.000,-6.517
31 Mar 2016 16:12:39.000,1367.716343,-4661.205064,4123.961466,310.135,0.000,-6.517
31 Mar 2016 16:12:40.000,1367.654750,-4661.191995,4123.996430,309.243,0.000,-6.517
31 Mar 2016 16:12:41.000,1367.592636,-4661.179666,4124.030734,308.351,-0.000,-6.517
31 Mar 2016 16:12:42.000,1367.530015,-4661.168079,4124.064370,307.459,0.000,-6.517
31 Mar 2016 16:12:43.000,1367.466903,-4661.157238,4124.097329,306.568,-0.000,-6.517
31 Mar 2016 16:12:44.000,1367.403315,-4661.147145,4124.129604,305.676,0.000,-6.517
31 Mar 2016 16:12:45.000,1367.339266,-4661.137803,4124.161186,304.784,-0.000,-6.517
31 Mar 2016 16:12:46.000,1367.274772,-4661.129214,4124.192069,303.893,0.000,-6.517
31 Mar 2016 16:12:47.000,1367.209880,-4661.121324,4124.222296,303.343,0.000,0.000
31 Mar 2016 16:12:48.000,1367.144906,-4661.113578,4124.252388,303.343,0.000,0.000
31 Mar 2016 16:12:49.000,1367.079933,-4661.105830,4124.282480,303.342,-0.000,0.000
31 Mar 2016 16:12:50.000,1367.014959,-4661.098082,4124.312571,303.342,-0.000,0.000
31 Mar 2016 16:12:51.000,1366.949986,-4661.090333,4124.342662,303.341,0.000,0.000
31 Mar 2016 16:12:52.000,1366.885012,-4661.082584,4124.372752,303.341,0.000,0.000
31 Mar 2016 16:12:53.000,1366.820038,-4661.074834,4124.402841,303.340,0.000,-0.000
31 Mar 2016 16:12:54.000,1366.755063,-4661.067084,4124.432930,303.340,-0.000,0.000
31 Mar 2016 16:12:55.000,1366.690089,-4661.059332,4124.463019,303.339,-0.000,-0.000
31 Mar 2016 16:12:56.000,1366.625114,-4661.051581,4124.493107,303.339,0.000,-0.000
31 Mar 2016 16:12:57.000,1366.560140,-4661.043829,4124.523194,303.339,0.000,-0.000
31 Mar 2016 16:12:58.000,1366.495165,-4661.036076,4124.553281,303.338,0.000,0.000
31 Mar 2016 16:12:59.000,1366.430190,-4661.028322,4124.583367,303.338,0.000,-0.000
31 Mar 2016 16:13:00.000,1366.365214,-4661.020568,4124.613453,303.337,0.000,-0.000
31 Mar 2016 16:13:01.000,1366.300239,-4661.012813,4124.643539,303.337,0.000,-0.000
31 Mar 2016 16:13:02.000,1366.235263,-4661.005058,4124.673623,303.336,0.000,-0.000
31 Mar 2016 16:13:03.000,1366.170288,-4660.997302,4124.703708,303.336,0.000,0.000
31 Mar 2016 16:13:04.000,1366.105312,-4660.989546,4124.733792,303.335,0.000,-0.000
31 Mar 2016 16:13:05.000,1366.040336,-4660.981789,4124.763875,303.335,0.000,-0.000
31 Mar 2016 16:13:06.000,1365.975359,-4660.974031,4124.793957,303.334,-0.000,-0.000
31 Mar 2016 16:13:07.000,1365.910383,-4660.966273,4124.824040,303.334,-0.000,-0.000
31 Mar 2016 16:13:08.000,1365.845406,-4660.958514,4124.854121,303.333,0.000,0.000
31 Mar 2016 16:13:09.000,1365.780429,-4660.950755,4124.884202,303.333,-0.000,-0.000
31 Mar 2016 16:13:10.000,1365.715452,-4660.942995,4124.914283,303.333,0.000,0.000
31 Mar 2016 16:13:11.000,1365.650475,-4660.935234,4124.944363,303.332,0.000,-0.000
31 Mar 2016 16:13:12.000,1365.585498,-4660.927473,4124.974443,303.332,-0.000,-0.000
31 Mar 2016 16:13:13.000,1365.520520,-4660.919711,4125.004522,303.331,-0.000,0.000
31 Mar 2016 16:13:14.000,1365.455543,-4660.911949,4125.034600,303.331,0.000,-0.000
31 Mar 2016 16:13:15.000,1365.390565,-4660.904186,4125.064678,303.330,0.000,0.000
31 Mar 2016 16:13:16.000,1365.325587,-4660.896422,4125.094755,303.330,0.000,-0.000
31 Mar 2016 16:13:17.000,1365.260609,-4660.888658,4125.124832,303.329,0.000,-0.000
31 Mar 2016 16:13:18.000,1365.195630,-4660.880893,4125.154909,303.329,0.000,0.000
31 Mar 2016 16:13:19.000,1365.130652,-4660.873128,4125.184985,303.328,-0.000,-0.000
31 Mar 2016 16:13:20.000,1365.065673,-4660.865362,4125.215060,303.328,-0.000,-0.000
31 Mar 2016 16:13:21.000,1365.000694,-4660.857595,4125.245135,303.327,0.000,-0.000
31 Mar 2016 16:13:22.000,1364.935715,-4660.849828,4125.275209,303.327,0.000,-0.000
31 Mar 2016 16:13:23.000,1364.870736,-4660.842060,4125.305283,303.327,0.000,-0.000
31 Mar 2016 16:13:24.000,1364.805757,-4660.834292,4125.335356,303.326,0.000,0.000
31 Mar 2016 16:13:25.000,1364.740777,-4660.826523,4125.365428,303.326,0.000,0.000
31 Mar 2016 16:13:26.000,1364.675797,-4660.818754,4125.395501,303.325,-0.000,0.000
31 Mar 2016 16:13:27.000,1364.610817,-4660.810983,4125.425572,303.325,0.000,-0.000
31 Mar 2016 16:13:28.000,1364.545837,-4660.803213,4125.455643,303.324,0.000,-0.000
31 Mar 2016 16:13:29.000,1364.480857,-4660.795441,4125.485714,303.324,0.000,-0.000
31 Mar 2016 16:13:30.000,1364.415877,-4660.787669,4125.515784,303.323,0.000,-0.000
31 Mar 2016 16:13:31.000,1364.350896,-4660.779897,4125.545853,303.323,0.000,-0.000
31 Mar 2016 16:13:32.000,1364.285915,-4660.772124,4125.575922,303.322,0.000,0.000
31 Mar 2016 16:13:33.000,1364.220934,-4660.764350,4125.605991,303.322,0.000,-0.000
31 Mar 2016 16:13:34.000,1364.155953,-4660.756576,4125.636059,303.322,0.000,-0.000
31 Mar 2016 16:13:35.000,1364.090972,-4660.748801,4125.666126,303.321,-0.000,-0.000
31 Mar 2016 16:13:36.000,1364.025991,-4660.741025,4125.696193,303.321,0.000,-0.000
31 Mar 2016 16:13:37.000,1363.961009,-4660.733249,4125.726259,303.320,0.000,0.000
31 Mar 2016 16:13:38.000,1363.896027,-4660.725473,4125.756325,303.320,-0.000,0.000
31 Mar 2016 16:13:39.000,1363.831045,-4660.717695,4125.786390,303.319,0.000,0.000
31 Mar 2016 16:13:40.000,1363.766063,-4660.709917,4125.816455,303.319,-0.000,-0.000
31 Mar 2016 16:13:41.000,1363.701081,-4660.702139,4125.846519,303.318,0.000,-0.000
31 Mar 2016 16:13:42.000,1363.636098,-4660.694360,4125.876583,303.318,-0.000,0.000
31 Mar 2016 16:13:43.000,1363.571116,-4660.686580,4125.906646,303.317,-0.000,0.000
31 Mar 2016 16:13:44.000,1363.506133,-4660.678800,4125.936709,303.317,-0.000,0.000
31 Mar 2016 16:13:45.000,1363.441150,-4660.671019,4125.966771,303.316,0.000,0.000
31 Mar 2016 16:13:46.000,1363.376167,-4660.663238,4125.996833,303.316,0.000,0.000
31 Mar 2016 16:13:47.000,1363.311183,-4660.655456,4126.026894,303.316,0.000,0.000
31 Mar 2016 16:13:48.000,1363.246200,-4660.647673,4126.056954,303.315,0.000,0.000
31 Mar 2016 16:13:49.000,1363.181216,-4660.639890,4126.087014,303.315,0.000,0.000
31 Mar 2016 16:13:50.000,1363.116232,-4660.632106,4126.117074,303.314,0.000,-0.000
31 Mar 2016 16:13:51.000,1363.051248,-4660.624322,4126.147133,303.314,0.000,0.000
31 Mar 2016 16:13:52.000,1362.986264,-4660.616537,4126.177191,303.313,0.000,-0.000
31 Mar 2016 16:13:53.000,1362.921280,-4660.608751,4126.207249,303.313,-0.000,0.000
31 Mar 2016 16:13:54.000,1362.856295,-4660.600965,4126.237306,303.312,0.000,-0.000
31 Mar 2016 16:13:55.000,1362.791311,-4660.593178,4126.267363,303.312,0.000,0.000
31 Mar 2016 16:13:56.000,1362.726326,-4660.585391,4126.297420,303.311,0.000,-0.000
31 Mar 2016 16:13:57.000,1362.661341,-4660.577603,4126.327475,303.311,0.000,-0.000
31 Mar 2016 16:13:58.000,1362.596355,-4660.569814,4126.357531,303.310,-0.000,0.000
31 Mar 2016 16:13:59.000,1362.531370,-4660.562025,4126.387585,303.310,0.000,0.000
31 Mar 2016 16:14:00.000,1362.466384,-4660.554235,4126.417639,303.310,0.000,-0.000
31 Mar 2016 16:14:01.000,1362.401399,-4660.546445,4126.447693,303.309,0.000,-0.000
31 Mar 2016 16:14:02.000,1362.336413,-4660.538654,4126.477746,303.309,-0.000,0.000
31 Mar 2016 16:14:03.000,1362.271427,-4660.530862,4126.507799,303.308,-0.000,-0.000
31 Mar 2016 16:14:04.000,1362.206441,-4660.523070,4126.537851,303.308,-0.000,-0.000
31 Mar 2016 16:14:05.000,1362.141454,-4660.515277,4126.567903,303.307,0.000,-0.000
31 Mar 2016 16:14:06.000,1362.076468,-4660.507484,4126.597954,303.307,0.000,-0.000
31 Mar 2016 16:14:07.000,1362.011481,-4660.499690,4126.628004,303.306,0.000,-0.000
31 Mar 2016 16:14:08.000,1361.946494,-4660.491895,4126.658054,303.306,0.000,0.000
31 Mar 2016 16:14:09.000,1361.881507,-4660.484100,4126.688104,303.305,-0.000,-0.000
31 Mar 2016 16:14:10.000,1361.816519,-4660.476305,4126.718152,303.305,0.000,0.000
31 Mar 2016 16:14:11.000,1361.751532,-4660.468508,4126.748201,303.305,0.000,-0.000
31 Mar 2016 16:14:12.000,1361.686544,-4660.460711,4126.778249,303.304,0.000,0.000
31 Mar 2016 16:14:13.000,1361.621557,-4660.452914,4126.808296,303.304,0.000,0.000
31 Mar 2016 16:14:14.000,1361.556569,-4660.445116,4126.838343,303.303,0.000,-0.000
31 Mar 2016 16:14:15.000,1361.491581,-4660.437317,4126.868389,303.303,0.000,-0.000
31 Mar 2016 16:14:16.000,1361.426592,-4660.429518,4126.898435,303.302,0.000,0.000
31 Mar 2016 16:14:17.000,1361.361604,-4660.421718,4126.928480,303.302,-0.000,0.000
31 Mar 2016 16:14:18.000,1361.296615,-4660.413917,4126.958525,303.301,-0.000,-0.000
31 Mar 2016 16:14:19.000,1361.231626,-4660.406116,4126.988569,303.301,0.000,-0.000
31 Mar 2016 16:14:20.000,1361.166637,-4660.398315,4127.018613,303.300,-0.000,-0.000
31 Mar 2016 16:14:21.000,1361.101648,-4660.390512,4127.048656,303.300,0.000,0.000
31 Mar 2016 16:14:22.000,1361.036659,-4660.382709,4127.078698,303.299,0.000,0.000
31 Mar 2016 16:14:23.000,1360.971669,-4660.374906,4127.108740,303.299,0.000,-0.000
31 Mar 2016 16:14:24.000,1360.906680,-4660.367102,4127.138782,303.299,0.000,0.000
31 Mar 2016 16:14:25.000,1360.841690,-4660.359297,4127.168823,303.298,0.000,-0.000
31 Mar 2016 16:14:26.000,1360.776700,-4660.351492,4127.198863,303.298,-0.000,-0.000
31 Mar 2016 16:14:27.000,1360.711710,-4660.343686,4127.228903,303.297,0.000,0.000
31 Mar 2016 16:14:28.000,1360.646719,-4660.335880,4127.258943,303.297,-0.000,-0.000
31 Mar 2016 16:14:29.000,1360.581729,-4660.328073,4127.288982,303.296,0.000,0.000
31 Mar 2016 16:14:30.000,1360.516738,-4660.320265,4127.319020,303.296,0.000,-0.000
31 Mar 2016 16:14:31.000,1360.451747,-4660.312457,4127.349058,303.295,0.000,-0.000
31 Mar 2016 16:14:32.000,1360.386756,-4660.304648,4127.379095,303.295,0.000,-0.000
31 Mar 2016 16:14:33.000,1360.321765,-4660.296839,4127.409132,303.294,0.000,0.000
31 Mar 2016 16:14:34.000,1360.256774,-4660.289029,4127.439168,303.294,-0.000,-0.000
31 Mar 2016 16:14:35.000,1360.191782,-4660.281218,4127.469204,303.293,0.000,0.000
31 Mar 2016 16:14:36.000,1360.126790,-4660.273407,4127.499239,303.293,0.000,-0.000
31 Mar 2016 16:14:37.000,1360.061799,-4660.265595,4127.529274,303.293,0.000,0.000
31 Mar 2016 16:14:38.000,1359.996806,-4660.257783,4127.559308,303.292,0.000,0.000
31 Mar 2016 16:14:39.000,1359.931814,-4660.249970,4127.589341,303.292,0.000,0.000
31 Mar 2016 16:14:40.000,1359.866822,-4660.242156,4127.619374,303.291,-0.000,0.000
31 Mar 2016 16:14:41.000,1359.801829,-4660.234342,4127.649407,303.291,0.000,0.000
31 Mar 2016 16:14:42.000,1359.736837,-4660.226527,4127.679439,303.290,-0.000,0.000
31 Mar 2016 16:14:43.000,1359.671844,-4660.218712,4127.709470,303.290,0.000,-0.000
31 Mar 2016 16:14:44.000,1359.606851,-4660.210896,4127.739501,303.289,0.000,-0.000
31 Mar 2016 16:14:45.000,1359.541857,-4660.203079,4127.769532,303.289,0.000,0.000
31 Mar 2016 16:14:46.000,1359.476864,-4660.195262,4127.799562,303.288,0.000,-0.000
31 Mar 2016 16:14:47.000,1359.411870,-4660.187444,4127.829591,303.288,0.000,0.000
31 Mar 2016 16:14:48.000,1359.346876,-4660.179626,4127.859620,303.287,0.000,-0.000
31 Mar 2016 16:14:49.000,1359.281883,-4660.171807,4127.889648,303.287,-0.000,-0.000
31 Mar 2016 16:14:50.000,1359.216888,-4660.163988,4127.919676,303.287,0.000,-0.000
31 Mar 2016 16:14:51.000,1359.151894,-4660.156168,4127.949703,303.286,-0.000,0.000
31 Mar 2016 16:14:52.000,1359.086900,-4660.148347,4127.979730,303.286,-0.000,0.000
31 Mar 2016 16:14:53.000,1359.021905,-4660.140526,4128.009756,303.285,0.000,-0.000
31 Mar 2016 16:14:54.000,1358.956910,-4660.132704,4128.039782,303.285,0.000,-0.000
31 Mar 2016 16:14:55.000,1358.891915,-4660.124881,4128.069807,303.284,0.000,-0.000
31 Mar 2016 16:14:56.000,1358.826920,-4660.117058,4128.099832,303.284,-0.000,0.000
31 Mar 2016 16:14:57.000,1358.761925,-4660.109234,4128.129856,303.283,-0.000,0.000
31 Mar 2016 16:14:58.000,1358.696929,-4660.101410,4128.159879,303.283,0.000,-0.000
31 Mar 2016 16:14:59.000,1358.631934,-4660.093585,4128.189902,303.282,0.000,-0.000
31 Mar 2016 16:15:00.000,1358.566938,-4660.085760,4128.219925,303.282,-0.000,0.000
31 Mar 2016 16:15:01.000,1358.501942,-4660.077934,4128.249947,303.281,0.000,-0.000
31 Mar 2016 16:15:02.000,1358.436946,-4660.070107,4128.279968,303.281,0.000,-0.000
31 Mar 2016 16:15:03.000,1358.371949,-4660.062280,4128.309989,303.281,0.000,0.000
31 Mar 2016 16:15:04.000,1358.306953,-4660.054452,4128.340010,303.280,-0.000,0.000
31 Mar 2016 16:15:05.000,1358.241956,-4660.046623,4128.370029,303.280,0.000,0.000
31 Mar 2016 16:15:06.000,1358.176959,-4660.038794,4128.400048,303.279,-0.000,0.000
31 Mar 2016 16:15:07.000,1358.111962,-4660.030964,4128.430067,303.279,0.000,0.000
